,codigo,nome,indicador,uf
3540,3407828000157,VIPO MANUTENCAO DE VEICULOS E COMERCIO DE PECAS LTDA,962790133,RS
3541,3722348000180,DESORDI DESORDI E CIA LTDA.,1130116716,RS
3542,28986000531,ELEVADORES ATLAS SCHINDLER LTDA,68930879,CE
3543,***.795.832-**,ANTONIO CARLOS MARQUES CAVALCANTE,48142140,AM
3544,12513813000164,ESTRELLA DE LUNA COM. DE PRODUTOS ARQUITETONICOS EIRELI,"7,54715E+11",DF
3545,19324150000189,D3M INDUSTRIA E COMERCIO LTDA,22691730093,MG
3546,41623742000150,CARLOS ALEXANDRE GOMES CAMPOS 14465079800,95860754,PE
3547,11876321000170,COFRES DE ACO COMERCIO LTDA ME,15884850026,MG
3548,31742923000142,LICITARN COM VAREJISTA DE MAT DE CONSTRUCAO EIRELI,205023614,RN
3549,68442755000180,CARDOSO MAIA FRIOS LTDA EPP,"3,32056E+11",SP
3550,33263949000133,JTK DISTRIBUIDORA DE ALIMENTOS EIRELI,9081058420,PR
3551,28051662000100,CEGIL SUPERMERCADO DE MATERIAIS DE CONSTRUCAO LTDA,80719337,RJ
3552,10293515000180,EXCIMER TECNOLOGIA COMERCIO E ASSISTENCIA DE EQUIPAMENTOS ME,"7,50887E+11",DF
3553,78126950000316,MICROSENS S/A,1016532424,PR
3554,14183614000160,SAFE - SUPPLY & IT SUPRIMENTOS LTDA EPP,"1,43712E+11",SP
3555,18674896000150,BAX COMPANY COMERCIO E SERVICO DE EQUIPAMENTO LTDA ME,"6,26507E+11",SP
3556,23472494000102,AGUAS DA TERRA LTDA,53751744,AM
3557,10565981000178,LINCE - SEGURANCA ELETRONICA LTDA.,256589666,SC
3558,65313538000100,PRESTOBAT LTDA,"6,27483E+11",MG
3559,4054617000140,REAL DIAGNOSTICA COM PROD E EQ LAB LTDA,868442,RO
3560,36770857000138,BRASFORT ADMINISTRACAO E SERVICOS LTDA,"7,3162E+11",DF
3561,717316000107,AYRTON LUIZ RIPE,1200075916,RS
3562,15072183000128,ARTUR ARENQUE DA SILVA ME,"6,33417E+11",SP
3563,23035184000120,PROCER TECNOLOGIA EIRELI,106857150,GO
3564,15582984000133,OFICINA MARCOS LTDA,271295341,SE
3565,19267632000144,ENGETRON ENGENHARIA ELETRONICA INDUSTRIA E COMERCIO LTDA,"1,86204E+12",MG
3566,5975334000102,CLINICA ODONTOLOGICA LILIANY VIANA LONGUINHOS LTDA,"7,45019E+11",DF
3567,9530198000190,ALFA HOSPITALAR COM. DE MAT. E PRODUTOS,63624869,CE
3568,1003321000102,MENNO CENTRO AUTOMOTIVO LTDA,102781532,GO
3569,11094173000132,OFFICE DO BRASIL IMPORTACAO E EXPORTACAO EIRELI,"1,48761E+11",SP
3570,7866156000603,VILLE RIO PRETO COMERCIO DE VEICULOS E PECAS LTDA,"2,60101E+11",SP
3571,61595732000166,INVESTMAR DE INTERCAMBIO COMERCIAL LTDA,"1,04932E+11",SP
3572,9656722000173,ELDORADO INDUSTRIA E COMERCIO DE TINTAS LTDA,"7,5058E+11",DF
3573,32918489000171,SETE SETE DISTR. E COM. DE BEBIDAS,"1,23699E+11",SP
3574,28986000612,ELEVADORES ATLAS SCHINDLER LTDA,"7,36428E+11",DF
3575,5630085000105,VICMA COMERCIO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA-EPP,77542370,RJ
3576,7928409000111,CLÍNICA HUMANAS MEDICINA E REABILITAÇÃO S/S,"7,47694E+11",DF
3577,8674752000301,CIRURGICA MONTEBELLO LTDA,83306110,PE
3578,37374797000105,PONTOMEDI DISTRIBUIDORA DE MEDICAMENTOS LTDA,295059222,TO
3579,11463608000179,ERIMAR INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE EIRELIME,9050714320,PR
3580,29661030000120,POSTO DE SERVICOS NINO S LTDA,80651139,RJ
3581,8846841000126,CAL VICENTE NUTRICAO ANIMAL EPP,9040531049,PR
3582,33250713000758,H STRATTNER & CIA LTDA,"2,06413E+11",SP
3583,73751257000159,CLAUDIO AGOSTINETTO,3210336876,PR
3584,35185521000145,YOXX PRODUTOS DE LIMPEZA LTDA,"6,88509E+11",SP
3585,8083394000109,ESPACO DIGITAL COM.LOC.DE AUDIO CINE VIDEO ILUM.LT,"1,49319E+11",SP
3586,1314126000101,REAL HOSPITALAR COMERCIAL LTDA- EPP,69739595,CE
3587,16866828000167,HLP COMERCIO ELETRO-FONIA EIRELI,79750344,RJ
3588,24296031000108,LIDER DIDATICA COM DE EQUIP LTDA ME,240488849,RS
3589,27461117000129,R. M. F. ARANHA AUTO CENTER EIRELI - ME,"7,95854E+11",SP
3590,7552997000212,PROMEDCARE COMERCIO E MANUTENCAO EM EQUIPAMENTOS MEDICOS LTD,161507263,PB
3591,22093959000151,MR SOM SCAP LTDA,"6,24951E+11",MG
3592,40129305000112,VALEPRINTER TECNOLOGIA E SERVICOS LTDA,11927882,RJ
3593,17791755000154,IDPROMO COMERCIAL EIRELI EPP,"1,42209E+11",SP
3594,12188011000126,ELETRICA RIBEIRO LTDA ME,"7,54305E+11",DF
3595,24699332000174,EDSON LUIZ ABRANTKOSKY E CIA LTDA,130570575,MT
3596,64622699000104,RODOPOSTO RUBI LTDA,"6,37089E+11",SP
3597,377455000120,IDEXX BRASIL LABORATORIOS LTDA,"2,78533E+11",SP
3598,15145035000196,RIOBAHIAFARMA COM E DIST DE PROD MED E COSM LTDA,100115264,BA
3599,15797933000129,SOUSA E SILVA SUPERA SERVICOS EMPRESARIAIS LTDA,"7,61274E+11",DF
3600,32371749000131,KELFONTE COM. VAREJISTA DE MAT. ELETRICO EIRELI,156280973,PA
3601,41161887000187,RE2 FERRAMENTAS E EQUIPAMENTOS LTDA,"1,27328E+11",SP
3602,40673263000186,REISMED COMERCIO DE PRODUTOS HOSPITALARES LTDA,"1,30535E+11",SP
3603,13293515000179,S. B. PIRES ME,3281931,RO
3604,5388392000121,HILEIA INDUSTRIAS DE PRODUTOS ALIMENTICIOS S A,150037929,PA
3605,11626908000121,SUPERMERCADO ALEM MAR ME,39272532,PE
3606,31461288000125,MAGAZINE TUFICK LTDA,80587317,RJ
3607,13670648000117,TPL TAMIS PRODUTOS LABORATORIAIS LTDA,"1,46075E+11",SP
3608,5742832000105,GLOBAL CARE BRASIL,79027847,RJ
3609,12680125000199,ELLOS INDUSTRIA E COMERCIO DE MOVEIS LTDA,"7,67687E+11",DF
3610,34238351000157,P & F IMPORTACAO E EXPORTACAO LTDA,11545777,RJ
3611,26461699036100,COMPANHIA NACIONAL DE ABASTECIMENTO CONAB,962674869,RS
3612,30926988000185,GABRIELA GONCALVES PARABONI VAZ,1260092272,RS
3613,36214108000124,HUMAITA COMERCIO DE PAPEIS E ALIMENTOS EIRELI,83633774,ES
3614,34641081000120,MIX REPRESENTACOES E COMERCIO EM GERAL LTDA,83593616,ES
3615,43283811015262,KALUNGA SA,64424804,CE
3616,4658943000167,ANDRE ANACLETO DE ANDRADE NETO,194037169,PI
3617,6003551000195,QUALIVIDROS DISTRIBUIDORA LTDA,"4,79267E+12",MG
3618,4094977000176,VIRTUALINK INFORMATICA LTDA,"6,21025E+11",MG
3619,5094718000108,LOCCUS DO BRASIL LTDA,"2,78083E+11",SP
3620,83483230001581,SELBETTI TECNOLOGIA S.A. (33821),30587440015,MG
3621,89751036000110,FRIGORIFICO NICOLINI LTDA,500025428,RS
3622,61590410001287,SOCIEDADE BENEFICENTE DE SENHORAS - HOSPITAL SIRIO LIBANES,"7,57743E+11",DF
3623,29526822000192,GENESYS COM. DE MATERIAL MEDICO HOSPITALAR LTDA,"7,84377E+11",DF
3624,10686648000117,SURGICAL GROUP IMPORTACAO E EXPORTACAO LTDA,78706147,RJ
3625,7424845000234,FREITAS COMERCIO DE EMBALAGENS LTDA,"3,13361E+12",MG
3626,11619992000156,PRIOM TECNOLOGIA EM EQUIPAMENTOS EIRELI,"1,47036E+11",SP
3627,62695036003703,EVONIK BRASIL LTDA,"3,36465E+11",SP
3628,28555652000292,LABSERV COMERCIO DE PRODUTOS E SERVICOS DIAGNOSTICOS LTDA,260583120,SC
3629,95813911000144,KUNDE INDUSTRIAS GRAFICAS LTDA,1100000973,RS
3630,30815452000192,ANKER DISTRIBUIDORA LTDA,9078642430,PR
3631,18227043000170,ARBOM COMERCIO DE REFRIGERACAO EIRELI,9070185552,PR
3632,24752361000152,MJS IND E COM DE MAT. P SAUDE LTDA,27561680090,MG
3633,74400052000191,COMERCIAL 3 ALBE LTDA,"1,13989E+11",SP
3634,25249213000182,VIVA MED DIST. IMP. DE PRODUTOS MEDICOS LTDA. ME.,87184188,RJ
3635,1402427000189,AALLFAX TELECOMUNICACOES EIRELI,962574686,RS
3636,64139108000495,NIPPOKAR LTDA,"5,35391E+11",SP
3637,29891886000192,INSTITUTO CLÍNICA DO LEITE,"5,35696E+11",SP
3638,1404158002052,PEARSON EDUCATION DO BRASIL LTDA PEARSON EDUCATION DO BRASIL,"4,2104E+11",SP
3639,28634818000185,N.S.S. COMERCIAL & CONSTRUTORA EIRELI,"7,82673E+11",DF
3640,14938879000121,CL CENTRO AUTOMOTIVO LTDA,19047230035,MG
3641,16937870000121,L & V FRATELLI LTDA,"5,36056E+11",SP
3642,36435916000111,VALE COMERCIO DE MATERIAL DE CONSTRUCAO LTDA - ME,295020822,TO
3643,1085207000179,BRAKKO COM. E IMPORTACAO LTDA,"7,35965E+11",DF
3644,5425014000170,"DIAS PAES INDUSTRIA E COMERCIO, IMPORTACAO E EXPOR","3,11083E+11",SP
3645,21286632000133,INOVA COMERCIAL & TRANSPORTES RODOVIARIOS EIRELI,9067828639,PR
3646,68532076000282,HPF SURGICAL LTDA,"6,28204E+11",MG
3647,83310441006239,COOPERATIVA CENTRAL AURORA ALIMENTOS,3820021541,RS
3648,5460773000174,MIGUEL DE ANTONI DISTRIBUIDORA,290402557,RS
3649,11261071000164,FINALIZA EDITORA E IND. GRAFICA LTDA,9049933441,PR
3650,11563145000117,COMERCIAL MOSTAERT LTDA.,7287569,PE
3651,10283937000175,RJE COMERCIO DE EQUIPAMENTOS DE SEGURANCA LTDA ME,9059280586,PR
3652,2973358000126,BH FOODS COMERCIO E INDUSTRIA LTDA,"1,86013E+12",MG
3653,56998982000107,BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,"1,00009E+11",SP
3654,43089708000173,ADILSON RODRIGUES DA SILVA,ISENTO,RJ
3655,19450011000100,ONYX SOLUTION COMERCIO E REPRESENTACAO LTDA - EPP,"7,66734E+11",DF
3656,22793733000244,F PELEGRINELLI EIRELI,"1,04576E+11",AC
3657,37129052000172,FILIPE AUGUSTO SIMPLICIO PAIO EIRELI,37296940077,MG
3658,10530235000149,MULTICLINICA DE DIAGNOSTICO SARA LTDA,"7,51425E+11",DF
3659,628815000110,CLEAN ENVIRONMENT BRASIL ENGENHARIA E COMERCIO LTDA,"7,08115E+11",SP
3660,9032626000235,AGFA DO BRASIL LTDA,"6,72195E+11",SP
3661,3116141000162,AUTENTICAR PECAS E SERVICOS AUTOMOTIVOS LTDA,26017610,PE
3662,19293611000101,QUANTHUS DISTRIBUICAO E LOGISTICA LTDA,257215034,SC
3663,8202514000131,NILSON THOMAZ SILVA SANCHOTENE JUNIOR,670069256,RS
3664,1341156000107,"1,34116E+12","7,36382E+11",DF
3665,12134879000143,AIQ FERRAMENTAS E INSTRUMENTOS LTDA EPP,"1,47285E+11",SP
3666,10242466000157,GHC UNIFORMES PROFISSIONAIS LTDA EPP,10834640074,MG
3667,5699378000149,EDIÇÕES SM LTDA,"1,16806E+11",SP
3668,3905428000171,ACQUAQUALITY SIS DE TRAT DE AGUA LTDA,"6,20893E+11",MG
3669,9664031000111,A A COSTA CONSTRUCOES,294095284,TO
3670,10732150000143,COMERCIAL CEDRO EIRELI,78721260,RJ
3671,35223118000163,ARG COMERCIO E LOCACAO DE ELETRONICOS LTDA,"7,94563E+11",DF
3672,94477833000191,MADEVATTI COM DE MATERIAL DE CONSTRUCAO LTDA ME,962262153,RS
3673,90312695000130,LUIZ ALFREDO BASSAN & CIA LTDA,1090104895,RS
3674,87580916000146,PANIFICADORA KITUTE LTDA,1170026920,RS
3675,32988744000152,JOSIAS GONCALVES DOS SANTOS 10490627870,ISENTO,PR
3676,97251466000100,EDUARDO MARQUES SILVEIRA,930252640,RS
3677,14937152000120,3 PODERES COMERCIO LTDA - ME,19044860070,MG
3678,2639249000177,PHJ COMERCIO DE COMBUSTIVEIS LTDA,131836420,MT
3679,34777255000187,LUMEN SUPRIMENTAL EIRELI,9082824690,PR
3680,25135787000120,PAMELA CAROLINE DE ALMEIDA SOLERO,65347722,CE
3681,89173736000175,RK - MANUTENÇÃO LTDA,960564438,RS
3682,36714002000190,BUDA VEICULOS E PECAS LTDA,205395783,RN
3683,19879315000189,KLM COMERCIO SERVICOS E MANUTENCAO - EIRELI,86726319,RJ
3684,39582075000163,ALEX DA SILVA RANGEL 12547914778,ISENTO,RJ
3685,33953107000103,S G DO NASCIMENTO,69750394,CE
3686,7279072000169,COMERCIO DE AUTO PECAS LUZ LTDA,9033299041,PR
3687,34798934000132,ELETRISUL COMERCIO DE MERCADORIAS E REPRESENTACOES EIRELI,240012054,RR
3688,1164691000121,PROIXL CENTRO DE SERVICOS DE ESTENOTIPIA LTDA EPP,"7,47173E+11",DF
3689,34028316923228,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,"1,12389E+11",SP
3690,21822463000109,LICITOP COMERCIO E SERVICO EIRELI,"7,71536E+11",DF
3691,29658737000188,IRAFER COMERCIO DE FERRAGENS E FERRAMENTAS LTDA,9085865061,PR
3692,12409711000101,NUTRIMIX COMERCIAL LTDA,79149454,RJ
3693,21544585000180,JM COMERCIO DE PRODUTOS HOSPITALARES E MEDICAMENTOS LTDA,86838710,RJ
3694,21308637000110,RF PRODUCS ARTISTICAS LTDA,963817124,RS
3695,85346831000172,ROBERTO FORNARI & FILHO LTDA,252498321,SC
3696,3459842000102,FABIANO CORREIA LEAL  EPP,26588013,PE
3697,2925132000150,COPYLINK EQUIPAMENTOS PARA ESCRITORIO LTDA.,9017511456,PR
3698,54561071000192,R&A COMERCIO DE EQUIPAMENTOS TELEFONICOS LTDA,"1,49467E+11",SP
3699,3401442000138,GASOLINI COMERCIO E SERVICOS,131899775,MT
3700,5786780000160,MARIA ALBERTINA AVILA SOARES,1090290656,RS
3701,10189254000153,PRECISAO COMERCIO DE BALANCAS E AUTOMACAO LTDA,1480054531,RS
3702,8718813000123,POLIHMEDICAL COMÉRCIO DE TECNOLOGIAS MÉDICAS LTDA,963170511,RS
3703,40396637000163,NGM COMERCIO DE PRODUTOS EIRELI,108219046,GO
3704,13846483000191,JORNAL DE BRASILIA COMUNICACAO LTDA,"7,77666E+11",DF
3705,41805487000167,ICARO AFFONSO ALVES PEREIRA 04631377100,5983401,RO
3706,41246205000139,ILCINEIA DA SILVA MIGUEL LUCINDO 26867156851,"4,62061E+11",SP
3707,10336598000148,RT COMERCIO E SERVICOS EIRELI - ME,"7,50977E+11",DF
3708,85247385000149,PROSAUDE DISTRIBUIDORA DE MEDICAMENTOS EIRELI,252357876,SC
3709,14369666000126,M VANIA DA SILVA,65767730,CE
3710,17159229000176,LABORATORIO TEUTO BRASILEIRO S/A,102230030,GO
3711,28186318000128,DOMINUS AUTO CENTER LTDA ME,30044130082,MG
3712,27731891000102,SERVE LAB COMERCIO DE PRODUTOS E EQUIP. PARA LABORATORIOS,87366847,RJ
3713,2270713000109,PONTO 9 COSMETICOS IND. COM. LTDA EPP,"1,15355E+11",SP
3714,308141000923,CONNECTCOM TELEINFORMATICA DF - /0009-23,"7,70498E+11",DF
3715,9421093000100,OFICINA DO BAIANO PECAS E ACESSORIOS LTDA,78468351,RJ
3716,24281318000156,POSTO IRMAOS NUNES COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,53800044,AM
3717,19357004000150,R N DA CUNHA JUNIOR - ME,202986721,RN
3718,11312296000100,AGILE EMPREENDIMENTOS E SERVICOS EIRELI,24604970092,MG
3719,9361939000156,ASSOCIAÇÃO BENEFICENTE CAVERNA DE ADULÃO,"7,65611E+11",DF
3720,19061289000187,MARES SERVICOS E COMERCIO DE EQUIPAMENTOS EIRELI,86546396,RJ
3721,1763720000171,VENTISOL INDUSTRIA E COMERCIO S. A.,253486491,SC
3722,***.598.262-**,GRACE INDIRA DE SOUZA BARROS,5676347,RO
3723,11594621000167,ALMIX COMERCIO DE SUPRIMENTOS EIRELI,"7,53488E+11",DF
3724,36322373000126,STILOS CAFES ESPECIAIS LTDA,9084158094,PR
3725,2993016000178,HEMOCAT COMERCIO E IMPORTACAO LTDA.,50253320,BA
3726,3930917000183,OFICINA DA PALAVRA LTDA,"7,41224E+11",DF
3727,10425836000191,R4 COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA EIRELI,161586945,PB
3728,24436602000154,ART CIRURGICA COMERCIO DE PROD. HOSP. LTDA,15178722,PE
3729,21997155000114,VIXBOT SOLUCOES EM INFORMATICA LTDA - EPP,"7,71194E+11",DF
3730,4176836000100,RC TEIVE COMERCIO E DISTRIBUICAO LTDA - EPP,254151604,SC
3731,7155921000172,C & R COMERCIO DE COMBUSTIVEIS LTDA,152431608,PA
3732,10712785000189,ARATI DISTRIBUIDORA DE BEBIDAS E ALIMENTOS LTDA ME,152841890,PA
3733,12449629000100,CITSO COMERCIO E SERVICO IMPORTADOR DE INFORMATICA LTDA,"1,46336E+11",SP
3734,36773911000107,MGJ CONSULTORIA COMERCIO EXTERIOR,107918811,GO
3735,27256185000156,MEDBRANDS COMERCIO E DISTRIBUIDORA EIRELI - EPP,"5,36083E+11",SP
3736,61602199017350,CIA ULTRAGAZ S/A,"2,06012E+11",SP
3737,61294000161,ZANIN & ZANIN LTDA EPP,4221157902,PR
3738,10272921000167,CRISTIAN WENSKE BEILFUSS  EPP,1200106005,RS
3739,9268976000114,AMBIOPAR COMERCIO DE EQUIPAMENTOS E ENGENHARIA LTDA,83709320,ES
3740,16740031000119,S2 SAUDE LTDA - EPP,83061452,ES
3741,19791896011480,SUPERGASBRAS ENERGIA LTDA,130925551,MT
3742,21663594000190,LINDOMAR BARBOSA ALVES,53654820,AM
3743,11493926000182,RAMAX SERVICOS E COMERCIO DE ELETROELETRONICOS EIRELI,85426528,BA
3744,31936616000100,COOPERATIVA DE PROD. AGROIND.,258885076,SC
3745,4925272000153,BSB COMERCIAL HOSPITALAR EIRELI,"7,56536E+11",DF
3746,8846102000134,RODRIGO FERREIRA DO NASCIMENTO,10377360058,MG
3747,83310441006662,COOPERATIVA CENTRAL AURORA ALIMENTOS,256928002,SC
3748,18854625000186,NUNEZ FARIAS CONSTRUCAO EIRELI,1130162246,RS
3749,4547497000113,ELETRICA MANAUS LTDA.  ME,41482344,AM
3750,50595271000105,BIOTRONIK COMERCIAL MÉDICA LTDA.,"1,10797E+11",SP
3751,20625546000145,DTS INDUSTRIA COMERCIO E SERVICOS EIRELI,106057260,GO
3752,3250499000183,NACOES NAUTICA EIRELI,"2,09256E+11",SP
3753,17578313000124,AIYRA COMERCIAL - EIRELI - EPP,"1,42107E+11",SP
3754,2466212000194,MM OPTICS LTDA.,"6,37138E+11",SP
3755,2783881000190,BRASOX OXIGENIO INDUSTRIA E COMERCIO LTDA,1090271210,RS
3756,8117493000156,RIKA COMERCIO DE ALIMENTOS - EIRELI,133216470,MT
3757,28806187000134,NAUIRES ANTONIO DOS SANTOS - EPP,"1,18606E+11",SP
3758,31801196000147,EMERSON ARCIE ME,9081831421,PR
3759,15711101000148,BRASIL MEDICA TECHNOLOGIES COM IMP EIREL,256748063,SC
3760,12859652000165,TAFA ENGENHARIA LTDA,"7,5594E+11",DF
3761,61117263000170,VENKURI IND. DE PRODUTOS MEDICOS LTDA,"1,04577E+11",SP
3762,5860403000124,COOP DOS PROD DE FRUT OLER E FLORES DO NORTE PIONEIRO,9065825896,PR
3763,32698049000156,AFR SERVICOS E COMERCIO DE PRODUTOS MEDICOS LTDA,83693521,ES
3764,53089496000188,STMICROELETRONICS LTDA,"1,16617E+11",SP
3765,33891932000120,LIVROS E COISAS LIV EIRELI,963775979,RS
3766,21896826000150,SA DE JESUS COMERCIO DE MATERIAIS DE CONSTR,"1,44294E+11",SP
3767,1245055000124,HENRY EQUIPAMENTOS ELETRONICOS E SISTEMAS LTDA,9011100853,PR
3768,27463638000115,DANIEL DA SILVA DISTRIBUIDORA - ME,9075024816,PR
3769,33668279000135,COMERCIAL KS EIRELI,260087548,SC
3770,3698620000134,GREEN4T SOLUCOES TI LTDA.,"1,15603E+11",SP
3771,19669681000103,ESMAEL SILVEIRA 04644294985,257276211,SC
3772,7195028000170,BSB MEDICAL ASSIST TEC E COM DE EQUIP MED E HOSPITALARES LTD,"7,46554E+11",DF
3773,21921393000227,ORTHO CLINICAL DIAGNOSTICOS DO BRAS PRODUTOS PARA SAUDE LTDA,"3,73175E+11",SP
3774,21538196000142,ASPER TECNOLOGIA LTDA,"7,70446E+11",DF
3775,26963843000187,CENTRO ODONTOLOGICO AVANCADO S/S LTDA - EPP,"7,32098E+11",DF
3776,19729347000106,HKA TECNOLOGIA DO BRASIL EIRELI - ME,9065658116,PR
3777,37142932000189,SISTEMA DE EMERGENCIA    MOVEL DE BRASILIA,"7,322E+11",DF
3778,75472043000179,TRATOR PECAS CHAPECO LTDA,250816318,SC
3779,30554667000105,GW COMERCIO E SERVICOS DE MATERIAL DE CONSTRUCAO LTDA,77524748,PE
3780,3635253000120,SO ONIBUS COMERCIO DE PECAS E SERVICOS LTDA,200846515,RN
3781,13143803000147,BHC COMERCIO DE GASES MEDICINAL E INDUSTRIAL LTDA,"7,56486E+11",DF
3782,4078043000493,MONTEIRO ANTUNES INSUMOS HOSPITALARES SOCIEDADE ANONIMA,963761390,RS
3783,30805502000150,A PACHECO DEL SENT EQUIPAMENTOS CONTRA INCENDIO,1650187529,RS
3784,2937087000153,LOCAFRIOS COMERCIO DE ALIMENTOS LTDA,25587773,PE
3785,13951104000123,FLEXVEL IND. E COM. DE ETIQUETAS LTDA. ME,9056487210,PR
3786,52201456000113,LEICA DO BRASIL IMPORTACAO E COMERCIO LTDA.,"1,10774E+11",SP
3787,10313022000165,3 - IDEAL SOLUCOES AUTOMOTIVAS LTDA,"7,5093E+11",DF
3788,5021932000134,MF DE ALMEIDA E CIA LTDA ME,254377270,SC
3789,11097617000193,IMPRESSIONE COM DE MAQUINAS E EQUIPAMENTOS LTDA,202227154,RN
3790,12524415000143,COMERCIAL RURAL XINGU LTDA  ME,153115270,PA
3791,1363700000103,L PELLE COMERCIO DE INFORMATICA LTDA,86014343,RJ
3792,72619976000158,AGIL EMPRESA DE VIGILANCIA LTDA,"7,34852E+11",DF
3793,18920361000111,MAYARA APARECIDA PERONI,22273930046,MG
3794,5460208000107,NUCLEO PATOLOGIA CELULAR LTDA,"7,44128E+11",DF
3795,14323297000130,ORTHOVIDA INDUSTRIA E NEGOCIOS DIGITAIS LTDA,18427140070,MG
3796,802000878,HC PNEUS S/A,200273019,RN
3797,22093953000427,OUTLET DOS PNEUS EIRELI,"1,24139E+11",SP
3798,768778000145,M. V. DOS SANTOS NAUTICA ME,151853355,PA
3799,31636399000125,JBL SERVICOS E DISTRIBUIDORA DE MATERIAL MEDICO HOSPITALAR L,2670035269,RS
3800,482840000138,LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA,254022456,SC
3801,19557079000184,UNENTEL SOLUCOES TECNOLOGICAS LTDA,114411602,BA
3802,90347840005187,TK ELEVADORES BRASIL LTDA,963167707,RS
3803,31588978000140,GLOBO COMERCIO DE INFORMATICA EIRELI,83534849,ES
3804,2007365000173,SIMIONATTO & SANSIGOLO LTDA,9013654589,PR
3805,13277344000194,SEFIX SEGURANCA,"7,56706E+11",DF
3806,4355355000740,COOPERATIVA DE PEQUENOS AGROPECUARISTAS DE IBIRUBA LTDA,640052720,RS
3807,10358486000198,AFOX EQUIPAMENTOS LTDA ME,10915890011,MG
3808,6036939000192,WAZ HARDWARE IMPORT E COMÉRCIO DE SUPRIMENTOS DE INFORMÁTICA,"6,22665E+11",MG
3809,20204491000108,LIMA E SILVA SERVIÇOS E TRANSPORTE LTDA ME,"7,5592E+11",DF
3810,7910191000178,WATSON-MARLOW BREDEL IND. COM. DE BOMBAS LTDA.,"6,23166E+11",SP
3811,5305690000453,FRANCISCO WALDEMAR PETROLEO LTDA,63472767,CE
3812,31924729000188,PIVA JAPAN INBOX TEMAKERIA & SUSHI LTDA,258878312,SC
3813,7384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,255626800,SC
3814,13593351000286,J.C NOGUEIRA FILIAL SC,260499960,SC
3815,5439635000456,ANTIBIOTICOS DO BRASIL LTDA,256416362,SC
3816,9433694000125,JOSIEL DANILO DA SILVA-ME,10642390061,MG
3817,34801233000105,NORDIESEL INDUSTRIA COMERCIO E SERVICOS LTDA-ME,240010381,RR
3818,36807704000118,GILVAN M MIRANDA JUNIOR EIRELI,156885069,PA
3819,30280358000429,ROCHE DIAGNOSTICA BRASIL LTDA,"3,73116E+11",SP
3820,52541273000147,NL COMERCIO EXTERIOR LTDA,"1,11001E+11",SP
3821,4762681000186,GERCO INDÚSTRIA E COMÉRCIO LTDA,1590166148,RS
3822,34351642000157,ALPHAMED COMERCIO DE PRODUTOS HOSPITALARES LTDA,107686759,GO
3823,7092633000116,CWB WORD S COMERCIO E SERVICOS LTDA - EP,9032398755,PR
3824,28849946000146,ANAX BRASIL COMERCIO E SERVICOS LTDA,"7,83027E+11",DF
3825,68949239000146,UNITED MEDICAL LTDA,"1,13628E+11",SP
3826,3585183000142,FSB COM. E PLANEJAMENTO ESTRATEGICO LTDA,"7,50507E+11",DF
3827,41073717000140,OSMAN ALIMENTOS LTDA,177240381,BA
3828,12677558000195,WF RIO 2 COM E SERV DE MAN. E REPAROS EM ED.,79203416,RJ
3829,7859441000192,GWS-COMERCIO DE PECAS PNEUS ITAPEVA LTDA,"3,72139E+11",SP
3830,3342704000130,PETRORECONCAVO S/A,53780638,BA
3831,7752236000123,MEDILAR IMPORT E DISTR DE PRODUTOS MEDICO HOSPITALARES SA,1560020579,RS
3832,35976517000103,MAURO LIMA DE ARAUJO,"1,06753E+11",AC
3833,19049058000310,V L HONORIO DA SILVA - ME,137195877,MT
3834,40059869000126,FEDERAL CAR AUTO PECAS E SERVICOS AUTOMOTIVOS LTDA,"8,02124E+11",DF
3835,9526717000146,VIA RÁDIO TECNOLOGIA EM TELECOMUNICAÇÕES LTDA ME,78496932,RJ
3836,18688953000150,VK VELASQUEZ CONSULT. E ASSES. ADM. EIRELI,"7,65363E+11",DF
3837,33855749000170,VALE DA SERRA COMBUSTIVEIS LTDA,137758936,MT
3838,10360202000106,FGL DO BRASIL LOGIS E CENTRO AUTORIZADO DE SERV TECNICA LTDA,"1,48309E+11",SP
3839,27978295000121,ATACADO E DISTRIBUIDORA MARITERRA LTDA,80918530,ES
3840,32750092000113,LL FEITOSA DOS REIS,69754063,CE
3841,34800566000110,FRANCISCO SERGIMAR PINTO DE SOUZA 36039608234,"1,06173E+11",AC
3842,52123916002852,DORI ALIMENTOS S.A.,"4,3821E+11",SP
3843,3948499000151,ALIMENTAR FOODS FRIGORIFICO LTDA,"6,21093E+11",MG
3844,33788611000103,METTA DISTRIBUIDORA EIRELI,107632489,GO
3845,30318036000189,A P S COMERCIO E SERVICOS GASTRONOMIA LTDA,11134505,RJ
3846,27002852000506,BRAPPAR INDÚSTRIA DE BEBIDAS LTDA.,155570005,PA
3847,2645111000180,AUTO POSTO ROZETTI LTDA,9016424606,PR
3848,2867342000139,FRANKE & ZIMMER LTDA,9026185200,PR
