,nome,codigo,descricao
5888,"*BASACOTE PLUS M - SC 25 KG SCregistro sp 09848 100445, fertilizante de liberacao lenta, saco de 25 kg,",31059090,Outros adubos/fertilizantes minerais químicos com nitrogênio e potássio
5890,"*SEMENTE DE MILHO SMH BM 3051 - SC SACO lote 1mb11b0039, termo cs 0292/2021, c1 , sc 60 mil sem",10051000,Milho para semeadura
5905,PNEU 265/70R16 ONYX NY-AT187 112T - 2657016ONYX GTIN 6953913186283,40119090,"Outros pneumáticos novos, de borracha"
5908,ARGAMASSA INKOR KOLAPLUS AC3 INT PORC. CZ - 20KG,32149000,Indutos não refratrários dos tipos utilizados em alvenaria
5910,CHAVE DE SETA,87082919,Outras partes/acessórios de carrocerias para 'dumpers' e tratores
5940,Shield Ethernet W5100,85177010,"Circuitos impressos com componentes elétricos ou eletrônicos, montados"
5945,Transistor BC548B TO92,85412199,"Outros transistores com capacidade de dissipação < 1 w, exceto os fototransistores"
5946,Resistor 2k2 Ohm x 10un,85331000,"Resistências elétricas fixas de carbono, aglomeradas ou de camada"
5955,Potenciometro Linear 10K,85333990,Outras resistências elétricas variáveis bobinadas
5956,LED 5mm Amarelo Difuso (5 unidades),85414022,Outros diodos emissores de luz (led) exceto diodos 'laser'
5959,Display Led 7 Segmentos Anodo Comum,85312000,Painéis indicadores com dispositivos de cristais líquidos (LCD) ou de diodos emissores de luz (LED)
5960,Chave Botao 8x8mm com trava,85369090,"Outros aparelhos para interrupção, etc, para circuitos elétricos, para uma tensão não superior a 1.000 V"
5961,"BARRACA DE CAMPANHA MOD DESMONT CONF C/LAM PVC REFOR VD 5,00X6,24X2,84M C ESTRU MET, COBER/FORRO/PISO",94069090,"Outras construções pré-fabricadas, exceto de madeira"
5963,ÓLEO DE MOTOR API SN 5W30,84133030,"Bombas para óleo lubrificante, para motor a explosão/diesel/semi"
5969,JOGO DE PALHETAS DO LIMPADOR DE PARA-BRISAS,85124010,Limpadores de pára-brisas para automóveis
5970,JOGO DE PASTILHAS DE FREIO TRASEIRA,87083019,"Guarnições de freios, montadas, para veículos automóveis"
5973,FLUIDO DE FREIO DOT 45,38190000,"Fluidos para freios hidráulicos e outros líquidos preparados para transmissões hidráulicas, que não contenham óleos de petróleo nem de minerais betuminosos, ou que os contenham em proporção inferior a 70 %, em peso"
5974,ADITIVO RADIADOR,85115010,Dínamos e alternadores para motores de ignição por centelha ou por compressão
5977,CORREIA DO AR CONDICIONADO,84283300,"Aparelhos elevadores ou transportadores, de ação contínua, para mercadorias, de tira ou correia"
5992,"CAMERA ROBO INTELIGENTE MULTILASER SE221, FULL HD, WI-FI, 360",85258019,Outras câmeras de televisão
5996,COMPRESSOR DENSO,84148031,"Outros compressores de gases, de pistão"
5997,CONDENSADOR ACD,84195090,Outros trocadores de calor
5999,GAS REFRIGERANTE R134,29033911,"1,1,1,2-Tetrafluoroetano"
6002,THINNER VELOZ B52 900ML,38140010,"Solventes e diluentes orgânicos compostos, não especificados nem compreendidos noutras posições; preparações concebidas para remover tintas ou vernizes, que contenham clorofluorcarbonetos do metano, do etano ou do propano (CFC), mesmo que contenham HCFC"
6021,CABO VASSOURA/RODO CONDOR MADEIRA,44170010,Ferramentas de madeira
6024,"SUCATA DE MATERIAIS FERROSOS, CONTENDO 63.819KG (APROX), NECESSARIO PREENCHER A DECLARACAO DE DESTINACAO FINAL (PROC 671",72042900,Desperdícios e resíduos de outras ligas de aço
6025,"SILICONE SELANTE BRANCO, CURA ACÉTICA",83024200,"Outras guarnições, ferragens e artigos semelhantes, para móveis, de mteais comuns"
6032,"HI-DI FORMAMIDA 0,025L 100/100",29241929,Outras formamidas e acetamidas
6039,"SUBSTRATO P/PLANTAS CLASSE A F6 0,7 AG77 5X14",31010000,"Adubos (fertilizantes) de origem animal ou vegetal, mesmo misturados entre si ou tratados quimicamente; adubos (fertilizantes) resultantes da mistura ou do tratamento químico de produtos de origem animal ou vegetal"
6043,"COLHER MESA, CORPO ACO, 20CM",82159910,"Colheres, garfos, conchas, escumadeiras, etc, de aços inoxidáveis"
6046,"ARALDITE PROF END/RES LA 1,8 KG TEK BOND",39073011,"Resinas epoxidas com carga, em líquidos e pastas"
6051,DISCO ABRASIVO RODA DE POLIMENTO ALGODÃO 6' 15 cm,59119000,"Outros produtos/artefatos, de matérias têxteis, para uso técnico"
6096,Conjunto de Solidos Geometricos / 20 pcs - MULLER ABRANGE,39205900,"Outras chapas, etc, de polímeros acrílicos, sem suporte, não reforçadas"
6118,BANDEJA DIR.,87141000,Partes e acessórios de motocicletas (inclusive ciclomotores)
6166,PAPEL  FILTRO MINI TRANS-BLOT,48054090,"Outro papel-filtro e cartão-filtro, não revestido, em rolos ou folhas"
6191,Kiwi,8105000,"Kiwis (quivis), frescos"
6194,Cracha de Identificacao Personalizado,49090000,"Cartões-postais impressos ou ilustrados; cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações"
6206,ESCORREDOR PP QUANT. 72  UN,84384000,Máquinas e aparelhos para a indústria cervejeira
6210,QUEIJO MUSSARELA KG **,4063000,"Queijos fundidos, exceto ralados ou em pó"
6255,PORTA KIT APH,30065000,"Estojos e caixas de primeiros-socorros, guarnecidos"
6266,"Bandeira do Brasil Uso Externo 1.35x1,93cm",63079090,Outros artefatos têxteis confeccionados
6268,BOLO DE OVOS,19051000,Pão denominado knäckebrot
6269,RODIZIO SCHIOPPA 312 BP,83022000,"Rodízios com armação, de metais comuns"
6303,Microfone de lapela Sony,85181090,Outros microfones e seus suportes
6321,"ADITIVO RADIADOR CUMMINS DCA4 - 1,9L",38119090,"Outros aditivos preparados, para óleos minerais e outros líquidos"
6322,BATERIA DE PARTIDA 105A - SEM TROCA,85066010,"Pilhas e baterias de pilhas, elétricas, ar-zinco, com volume exterior não superior a 300 cm3"
6323,BATERIA DE PARTIDA 150A - SEM TROCA,85072090,"Outros acumuladores elétricos, de chumbo"
6324,BOBINA PARA CONTATORA DE FORCA,85389020,Outras partes para aparelhos de interrupção/proteção de circuito elétrico
6325,DISPLAY DO CONTROLADOR DO PAINEL DE TRANSFERENCIA PCC3.3 DO GERADOR C500/6 - Item 3,85371019,"Outros quadros, painéis, etc, comando numérico computadorizado (CNC), para uma tensão não superior a 1.000 V"
6334,FERRO 10.0MM - 3/8,72142000,"Barras de ferro ou aço não ligado, a quente, dentadas, com nervuras, sulcos ou relevos, obtidos durante a laminagem, ou torcidas após laminagem"
6335,MADEIRITE PLAST 12MM,44129900,"Outras madeiras compensadas, folheadas ou estratificadas"
6336,PISO CONCRETO SEXTAVADO,68109900,"Outras obras de cimento, de concreto ou de pedra artificial, mesmo armadas"
6338,FILTRO AR CONDICIONADO,87087090,"Outras rodas, suas partes e acessórios, para veículos automóveis"
6350,HIDROCORTISONA 100MG (ANDROCORTIL) F/A C/50 (S),30043210,"Medicamento contendo hormônios corticosteróides, em doses"
6355,PAPEL ALUMINIO ROLO 4 M X 30 CM,76072000,"Folhas e tiras, delgadas, de alumínio (mesmo impressas ou com suporte de papel, cartão, plásticos ou semelhantes), de espessura não superior a 0,2 mm, com suporte"
6359,CAMERA FOTOGRAFICA CANON,92060000,"Instrumentos musicais de percussão (por exemplo, tambores, caixas, xilofones, pratos, castanholas, maracás)"
6416,"AREIA TIPO LAVADA, GRANULOMETRIA GROSSA ARP",25059000,"Outras areias naturais de qualquer espécie, mesmo coradas, exceto areias metalíferas do Capítulo 26"
6418,"COLA, COMPOSICAO POLIVINIL DE ACETATO- PVA INCOLOR, APL PISOS, ESPUMA, CARPETE",35052000,"Colas à base de amidos ou de féculas, de dextrina, etc."
6423,"TINTA ACRILICA, COR PALHA, FOSCO, REND 30 A 40M² / GAL",32100010,"Outras tintas, dos tipos utilizados para acabamento de couros"
6426,PINCEL ARTISTICO CHATO TAMANHO 10 CERDA BRANCA CABO LONGO DE MADEIRA NA COR AMARELA VIROLA DE ALUMINIO,96033000,"Pincéis e escovas, para artistas, pincéis de escrever e pincéis semelhantes para aplicação de produtos cosméticos"
6427,TINTA  AQUARELA  A BASE D AGUA TUBOS DE 5ML CX C/ 24 CORES,32131000,"Cores em sortidos para pintura artística, atividade educativa, etc."
6461,"CERCA GRADIL NYLOFOR 2,43M, MALHA 5X20CM, FIO 5,00MM com poste e fixadores, revestido em pintura eletrostática verde",73142000,"Grades e redes, soldadas nos pontos de interseção, de fios de ferro ou aço com, pelo menos, 3 mm na maior dimensão do corte transversal e com malhas de 100 cm2 ou mais, de superfície"
6469,PNEU 265 /65 R17,40112090,"Outros pneumáticos novos, de borracha, dos tipos utilizados em ônibus ou caminhões"
6472,JOGO DE PALHETAS DO LIMPADOR DE PARA-BRISAS TRASEIRO,27101931,Óleos lubrificantes sem aditivos
6476,ADITIVO,38112110,"Aditivos para óleos lubrificantes, que contenham óleos de petróleo ou de minerais betuminosos, melhoradores do índice de viscosidade"
6479,"BANHO ULTRASSONICO SSBu 3,8 LITROS BIVOLT",84798991,Aparelhos para limpar peças por ultrassom
6519,PONTEIRA CONDUTIVA EST 10/175IL 6000687 PERKIN ELMER PT960UN,30022019,"Outras vacinas para medicina humana, exceto em doses"
6524,BEBEDOURO INDUSTRIAL 200L 220V 4 TORNEIRAS - INOX,84198991,"Recipiente refrigerador, com dispositivo de circulação de fluido refrigerante"
6534,FEIJAO VERDE,7133190,"Outros feijões (vigna mungo ou radiata), secos, em grãos"
6535,ARAME DE FORMA BWG10,72171090,"Outros fios de ferro ou aço não ligado, não revestidos"
6553,Modulo Matriz de LED 8x8 com MAX7219,84733092,"Tela para microcomputadores portáteis, policromática"
6557,Modulo Buzzer Lilypad para Arduino,84733019,Outros gabinetes para máquinas automáticas de processamento de dados
6560,Case para Arduino Uno em MDF,44140000,"Molduras de madeira para quadros, fotografias, espelhos ou objetos semelhantes"
6563,Potenciometro Linear 1K,85333110,Potenciômetros para potência não superior a 20 W
6569,BOLO ALIMENTICIO DE SABORES VARIADOS SEM RECHEIO,19011090,"Outras preparações para alimentação de crianças, acondicionadas para venda a retalho"
6581,AGRALE BM6150 (TRATOR DE RODAS) (01DE293) ANO / 2001 VERDE DIE,87019200,"Outros tratores, com uma potência de motor superior a 18 kW, mas não superior a 37 kW"
6582,"ECS-200TA - MOTOBOMBA STANDARD 2,0CV 60HZ 220/380V",84137090,Outras bombas centrífugas
6585,"PORTA DE MADEIRA SEMI-OCA, ENCABECADA, FOLHA LISA PARA VERNIZ 100 X 210 X 3,5CM",44182000,"Portas e respectivos caixilhos, alizares e soleiras, de madeira"
6588,"PORTA DE MADEIRA, TIPO LISA, COMP 2,10M, LARG 60 CM, ESP 3,50 CM, SEMI-OCA",44089010,"Folhas para folheados (incluindo as obtidas por corte de madeira estratificada),folhas para compensados ou para madeiras estratificadas semelhantes e outras madeiras, etc..., espessura <= 6 mm,obtidas por corte de madeira estratificada,de outras madeiras"
6594,"AGULHA PERI TUOHY 18GX3,5 C/25 PROCARE",90183910,Outras agulhas
6641,Sabao em Barra Ype Multiativo 200g,34011900,"Outros sabões/produtos/preparações, em barras, pedaços, etc."
6680,Revstimento cermaico classe A abrasão pei 5 medindo aproximadamente 45x45 cm na cor conza claro puro gres com espessura,69072100,"Ladrilhos e placas (lajes), para pavimentação ou revestimento, exceto os das subposições 6907.30 e 6907.40, com um coeficiente de absorção de água, em peso, não superior a 0,5 %"
6681,GENIE TML (REBOQUE / TORRE DE ILUMINACAO) (01DE488) ANO / 2001 CINZA DIE,87164000,Outros reboques e semi-reboques
6682,GRAMPO 26/6,33049910,Cremes de beleza e cremes nutritivos; loções tônicas
6684,CANETA ESFEROGRAFICA,83063000,"Molduras para fotografias, gravuras ou semelhantes; espelhos, de metais comuns"
6687,PINCEL ATOMICO PRETO,5021011,"Cerdas de porco, lavadas, alvejadas ou desengorduradas, mesmo tintas"
6706,ELASTICO 24CM X 4CM,58062000,"Outras fitas que contenham, em peso, 5 % ou mais de fios de elastômeros ou de fios de borracha"
6708,CARTOLINA 180G,48059100,"Outros papéis e cartões não revestidos, em rolos ou folhas, de peso não superior a 150 g/m2"
6709,CARBONO AZUL,42023200,"Artigos do tipo dos normalmente levados nos bolsos ou em bolsas, com a superfície exterior de folhas de plásticos ou de matérias têxteis"
6725,Espinafre,7097000,"Espinafres, espinafres-da-nova-zelândia e espinafres gigantes, frescos ou refrigerados"
6727,CALCULADORA,84701000,"Calculadoras eletrônicas capazes de funcionar sem fonte externa de energia elétrica e máquinas de bolso com função de cálculo incorporada que permitam gravar, reproduzir e visualizar informações"
6731,Alicate Universal Tramontina 41001/108 8pol Isolado 1000V,84198190,"Outros aparelhos/dispositivos para preparação de bebidas quentes, etc"
6733,Bomba de Succao Feldmann Manual para Garrafao 20L,84132000,"Bombas para líquidos, manuais, exceto das subposições 8413.11 ou 8413.19"
6774,Conjunto Lixeira Coleta Seletiva,73239400,"Outros artefatos domésticos, de ferro ou aço, esmaltados, e partes"
6782,TELHA CANALETA 90 8MM 6MT,68118200,"Outras chapas, painéis, ladrilhos, telhas e artigos semelhantes, de fibrocimento, cimento-celulose ou produtos semelhantes"
6784,PRUMO AÇO,83051000,"Ferragens para encadernação de folhas móveis ou para classificadores, de metais comuns"
6789,CHA CIDREIRA 10G,9021000,Chá verde (não fermentado) em embalagens imediatas de conteúdo não superior a 3 kg
6828,KIT MANUTENCAO FS4200,84439931,"Mecanismos de impressão, mesmo sem cilindro fotossensível incorporado"
6830,MITSUBISHI L200 4x4 GL (CD) (08DP058) - PLACA: DJP7712 - RENAVAM: 963286420 2008 / 2008 AZUL DIE,87032210,"Automóveis com motor explosão, de cilindrada superior a 1.000 cm3, mas não superior a 1.500 cm3, com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista"
6834,Linha Condutiva Lilypad - Fio de costura condutor para vestiveis - 2 Metros,85423110,"Processadores e controladores, mesmo combinados com memórias, conversores, circuitos lógicos, amplificadores, circuitos temporizadores e de sincronização, ou outros circuitos, não montados"
6845,GM S10 COLINA D 4x4 (11DP340) - PLACA: LRO7910 - RENAVAM: 1022799662 2011 / 2011 AZUL DIE,87042110,"Chassis com motor diesel e cabina, para carga <= 5 toneladas"
6872,VW 15.180 EURO3 WORKER (CAR ABERTA) (11DP225) - PLACA: KYB6688 - RENAVAM: 393430910 2011 / 2011 VERDE DIE,87041090,"Outros 'dumpers' para transporte de mercadoria, utilizado fora de rodovias"
6877,SUVINIL MASSA CORRIDA BD 25 KG,32141020,Indutos utilizados em pintura
6881,FIAT DUCATO MINIBUS (04DP205) - PLACA: KRI0120 - RENAVAM: 849326702 2004 / 2005 AZUL DIE,87021000,"Veículos automóveis para transporte de dez pessoas ou mais, incluindo o motorista, com motor de pistão, de ignição por compressão (diesel ou semidiesel)"
6913,TANGERINA PONKAN,8109011,Carambolas (Averrhoa carambola)
6969,PLASTIFICADORA MATERIAL ESTRUTURA  ACO MODELO TERMOLAMINADORA MULTIUSO TENSAO ALIMENTACAO 220V,48081000,"Papel e cartão ondulados, mesmo perfurados, em rolos ou em folhas"
7008,VW KOMBI (06BP139) - PLACA: KZQ4341- RENAVAM: 884647153 2006 / 2006 AZUL ALC/GAS,87032290,"Automóveis com motor explosão, de cilindrada superior a 1.000 cm3, mas não superior a 1.500 cm3, superior a 6 passageiros"
7013,TERMOSTATO COM CAPILAR E BULBO 20 ATÉ 120ºC 30A,90321010,"Termostatos automáticos, de expansão de fluidos"
7027,PAPEL P/ IMPRESSAO FORMATADO TIPO SULFITE/APERGAMINHADO/OFICIO TAMANHO 420 X 297MM COR BRANCO PH  ALCALINO,48025693,"Papel Kraft, de peso igual ou superior a 40 g/m2, mas não superior a 150 g/m2, em folhas em que um lado não seja superior a 435 mm e o outro não seja superior a 297 mm, quando não dobradas"
7061,ERVILHA LEGUME IN NATURA VAGEM VERDE,7081000,"Ervilhas (Pisum sativum), frescas ou refrigeradas"
7078,SONDA FOLEY 22 FR 2 VIAS BALAO 30 ML MODELO TRATO URINARIO,90183921,"Sondas, cateteres e cânulas, de borracha"
7085,CILINDRO DE IMAGEM HP SV136A / MLT-R116 P/ IMP SAMSUNG SL-M2825ND/SL-M2875FD. Cest: 2101800. NS: cnb2p61jhg cnb2p61j92 c,84439932,Cilindros recobertos de matéria semicondutora fotoelétrica
7089,VASSOURA CABO MADEIRA,44170090,"Armações e cabos, de ferramentas, de escovas e de vassouras, de madeira"
7093,ALCOOL ETILICO 70% LIQUIDO,29051720,Álcool cetílico
7097,ARGAMASSA ACIII 15KG,38245000,"Argamassas e concretos, não refratários"
7100,CHAPA DE VIDRO 5MM FUMÊ,70031900,"Outras chapas e folhas, não armadas, de vidro vazado/laminado"
7103,COLA PARA CHAPISCO 18KG,35069190,Outros adesivos à base de plásticos
7133,ACENDEDOR DE FOGAO LUME,96138000,Outros isqueiros e acendedores
7149,"DETERGENTE ENZIMATICO, COMPOSICAO A BASE DE AMILASE, PROTEASE, LIPASE, COMPOSICAO II PEPTIDASE, CELULASE",35079019,Outras amilases e seus concentrados
7165,Trena 5m metalica de bolso 3131255 Sparta.,90178010,Metros (instrumentos de medida manual de distâncias)
7166,"SENSOR CAPACITIVO, DISTANCIA SENSORA: 20 MM - 12-24 VCC, TIPO DE SAIDA: PNP, TIPO DE CONEXAO: 3 FIOS.",85364900,"Outros reles, para tensão maior que 60 Volts, mas menor que 1.000 Volts"
7175,HAMBURGUER MISTO MISTER BEEF KG,16023290,Outras preparações e conservas de galos e galinhas
7181,CORREIA DE SINCRONISMO,84313110,Partes de elevadores
7202,CONECTOR Y ROSQUEAVEL COM EXTENSOR 25CM KIT SCW,90219080,Outros aparelhos para compensar deficiências ou enfermidades
7212,CAL HIDRATADA 10KG,25222000,Cal apagada
7217,IMPERMEABILIZANTE SEMI FLEXIVEL,38099149,Outros impermeabilizantes dos tipos utilizados na indústria têxtil ou nas indústrias semelhantes
7263,Barbante de Algodao Enovelar 4 X 8 RL 470M,52053100,"Fios de algodão retorcidos ou retorcidos múltiplos, de fibras não penteadas, que contenham pelo menos 85 %, em peso, de algodão, não acondicionados para venda a retalho, de título >= 714,29 decitex por fio simples (número métrico < 14, por fio simples)"
7276,TROMPETE Bb YAMAHA YTR-8310Z//03,92051000,Instrumentos musicais de sopro denominados 'metais'
7293,SAPONACEO EM PO,34054000,"Pastas, pós e outras preparações para arear"
7304,SERRA MARMORE MS-115 127V            AWT,84672200,Serras com motor elétrico incorporado
7355,UNIDADE RETIFICADORA UR15A/-48V/4.1.2,85044021,"Retificadores, exceto carregadores de acumuladores, de cristal (semicondutores)"
7356,MSC/-48V (SR30A/-48V/1.4.2),85049090,"Outras partes de outros transformadores, conversores, etc"
7375,AIPIM,7094000,"Aipo fresco ou refrigerado, exceto aipo-rabano"
7392,FLANELA 28X48CM,52083200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, tintos, em ponto de tafetá, com peso superior a 100 g/m2"
7412,HEMMOS - 3G,39123111,"Carboximetilcelulose com teor> =75%, em formas primárias"
7424,VSCONTROLE v.7.0,85389010,"Circuitos impressos com componentes elétricos ou eletrônicos, montados, para aparelhos interruptores de circuito elétrico"
7425,MODULO DE PROCESSAMENTO MNR RADAR FIXO 1 GER,85308090,"Outros aparelhos elétricos de sinalização, etc, para vias terrestres, etc"
7427,SWITCH 5 PORTAS PADRAO DIN,85308010,Aparelhos eletrônicos digitais para controle de tráfego de automotores
7450,ILUMINADOR PUMATRONIX ITSLUX  I3016 - IR 30,90066900,Outros aparelhos e dispositivos para fotografia
7502,ENGATE KRONA PLASTICO 1/2X60CM,39173300,"Tubo de plástico, não reforçado, com acessórios"
7520,LEITE INTEGRAL 1 L **,4011010,"Leite UHT (Ultra High Temperature), com um teor, em peso, de matérias gordas, não superior a 1 %, não concentrados nem adicionados de açúcar ou de outros edulcorantes"
7529,ROLO FUSOR OKIDATA B491,84439980,"Mecanismos de alimentação ou de triagem de papéis ou documentos, suas partes e acessórios"
7531,BRACO CHUVEIRO 1/2 40CM ALUMINIO MZ,76081000,Tubos de alumínio não ligado
7536,MARTELO 2CORTE ACO C/CABO PICOLATENACE,82052000,"Martelos e marretas, manuais, de metais comuns"
7557,alho,7129010,Alho comum em pó sem qualquer outro preparo
7560,tempero verde,6011000,"Bulbos, tubérculos, raízes tuberosas, rebentos e rizomas, em repouso vegetativo"
7576,Bloco,90179090,"Partes e acessórios de outros instrumentos de desenho, medida, etc."
7581,Coletor de lixo 200 litros,70191900,"Outras mechas e fios, de fibras de vidro"
7586,METFORMINA 500MG CPR (GEN),30049049,"Outros medicamentos com compostos de função carboxiamida, etc, em doses"
7590,PASTILHA CJ FREIO DIANT,68138110,Pastilhas para freios
7591,KIT LUBRIFICACAO I - MTECH      V2,39100090,Silicones em outras formas primárias
7594,LIMPADOR SISTEMA COMB - DIESE  V2,38111900,Outras preparações antidetonantes
7601,CONJUNTO MANGUEIRA SILIC IMT STCO2,39173240,"Tubo de silicones, não reforçado, sem acessórios"
7620,PNEU 130/80 R17,40114000,"Pneumáticos novos, de borracha, dos tipos utilizados em motocicletas"
7631,Perfil,39263000,"Guarnições para móveis, carrocerias e semelhantes, de plásticos"
7632,ALMOTOLIA PLASTICA 250ML CLARA,39264000,"Estatuetas e outros objetos de ornamentação, de plásticos"
7645,Oleo B15W40Ext Turbo,90299090,Partes e acessórios de outros contadores/estroboscópios
7676,Controlador de câmera PTZ,85299019,Outras partes para aparelhos transmissores/receptores
7682,LIDOCAINA 2% SOL I NJ 20ML G,30039053,"Medicamento contendo lidocaína/seu cloridrato, etc, exceto em doses"
7709,Sonda Nylon Alma De Aco 20 Metros,72179000,"Outros fios de ferro/aço, não ligados"
7731,"Lapiseira Maxprint Tecnica Azul 0,7mm Azul",96084000,Lapiseiras
7747,Corda Poliester Arteplas Verde 6mm RL 150m,56075090,"Cordéis, cordas e cabos, de outras fibras sintéticas"
7761,"Filtro de Linha 5 Tomadas Force Line Bivolt 0,8m 10AH Preto",85359090,Sem descrição
7768,HEMODIALISADOR ELISIO M DE MEDIO FLUXO 2.1 M,84212911,Hemodialisadores capilares
7790,FUBA DE MILHO- 50 KG,11022000,Farinha de milho
7796,"FILTRO PARA OBJETIVA, FILTRO DE DENSIDADE NEUTRA VARIÁVEL, TAMANHO DE 52MM, VIDRO ÓTICO",90021110,"Lentes objetivas montadas, para câmeras fotográficas ou cinematográficas ou para projetores"
7801,ALCOOL ETILICO 95% PA ACS 1L ( FRASCO PLASTICO ),22071010,"Álcool etílico não desnaturado, com um teor alcoólico, em volume, igual ou superior a 80 % vol, com um teor de água igual ou inferior a 1 % vol"
7802,AGAR AGAR (ORIGINAL) 500G,13023100,Ágar-ágar
7814,"ACIDO ACETICO GLACIAL PA ACS , CAS 64-19-7, FRASCO C/ 1L, MOD. AA09870RA (Exodo) L  2108124641 Val  16/08/2027",29152100,Ácido acético
7815,"Vermelho de Congo (C.I. 22120), CAS 573-58-0 , Frasco 25 g (Neon) L  47354 Val  28/02/2023",32041400,Corantes diretos e suas preparações
7832,Alicate Rebitador 9.5',82032010,Alicates (mesmo cortantes)
7863,MOLDURA DE GRADE,87081000,Pára-choques e suas partes para veículos automóveis
7871,"TELA DE ALAMBRADO - ALTURA 2 mt COMPRI ROLO DE 50 mt Lineares BITOLA FIO 14 BWG(2,10mm)",73141200,"Telas metálicas, contínuas ou sem fim, para máquinas, de aço inoxidável, tecidas"
7887,HEXANO BRASKEM EZOLEM C/ 200LTS SOLVENTE COMERCIAL,29012900,Outros hidrocarbonetos acíclicos não saturados
7897,"CADINHO  PORCELANA DE FUSAO, FORMA BAIXA, CAP. 25ML",69031019,"Outros cadinhos refratrários, que contenham, em peso, mais de 50 % de grafita ou de outro carbono, ou de uma mistura destes produtos"
7937,"FONTE DE ENERGIA, VOLTAGEM  ENTRADA 100-240V, 50/60HZ, VOLTAGEM DE SAÍDA 12V (ESTABILIZADA), CORRENTE DE SÁIDA 200MA, PL",85044030,Conversores elétricos de corrente contínua
7939,"MÓDULO ELETRÔNICO, PLACA DE DESENVOLVIMENTO COM CHIP ESP-WROOM-32, COM 38 PINOS DE EXPANSÃO, COM WIFI E BLUETOOTH EMBUTI",85176241,"Roteadores digitais, em redes com ou sem fio, com capacidade de conexão sem fio"
7966,Tempero Verde,7129090,"Outros produtos hortícolas; misturas de produtos hortícolas, secos, inclusive pedaços, fatias, etc"
7970,Polpa de Maracuja congelada,20093100,"Suco (sumo) de qualquer outro fruto cítrico, com valor Brix não superior a 20"
7972,Acucar mascavo,17011400,Outros açúcares de cana
7973,"ALCA DE INOCULACAO BACTERIOLOGICA CALIBRADA 0,01ML,PLATINA 5 A 10CM,C/CABO",71101910,"Platina, em barras, fios e perfis de seção maciça"
7982,"LAMPARINA A ALCOOL,ACO INOX OU ALUMINIO,C/PAVIO E TAMPA, CAP. 60ML",82056000,"Lâmpadas ou lamparinas, de soldar (maçaricos) e semelhantes, de metais comuns"
8007,OXIMETRO DIGITAL,90182090,Outros aparelhos de raios ultravioleta ou infravermelho
8030,LOMBO SUINO SALGADO,2101900,"Outras carnes de suíno, salgadas ou em salmoura, secas, etc."
8043,SACO PARA LIXO PRETO 200 LT PCT COM 100 UNID.DONAPACK,63053310,"Sacos de quaisquer dimensões, para embalagem, de malha, de polietileno ou de polipropileno"
8069,CEREJA,8092100,"Cerejas-ácidas (Prunus cerasus), frescas"
8094,TUBO DE ENSAIO DE FUNDO CHATO NAS MEDIDAS 125 MM EEM VIDRO BOROSSILICATO,70023200,"Tubos de outro vidro com um coeficiente de dilatação linear não superior a 5x10-6 por Kelvin, entre 0 °C e 300 °C, não trabalhado"
8124,"BARRA MAGNETICA LISA,REVESTIDA EM PTFE,DIMENSOES CERCA DE 7X20MM",85059010,Eletroímãs
8131,PEN DRIVE,84717011,"Unidades de discos magnéticos, para discos flexíveis"
8219,"Fio Cortador Grama 3,0mm",39169010,"Monofilamentos (monofios), de outros plásticos"
8265,PESCADOR,84099190,Outras partes para motores de explosão
8267,COMUTADOR DE IGNICAO,84798911,Prensas
8269,ISOLADOR EPOXI PARA BARRAMENTO BITOLA 40X50 X 1/4',85479000,"Outras peças/tubos isolantes para máquinas, aparelhos e instalações elétricas"
8313,"MDF BP BRANCO ARTICO TX 15 X 2,75 X 1,85 2L BERNECK",44111410,"Painéis de fibras madeira de média densidade (denominados MDF), de espessura superior a 9 mm, não trabalhados mecanicamente nem recobertos à superfície"
8314,FECHADURA 861 P/GAVETA 22M ESCAMOTEAVEL NIQUEL - BIGFER,83013000,"Fechaduras dos tipos utilizados em móveis, de metais comuns"
8427,Fita De Autofusao Rolo De 19mmx10m,40059190,"Outras borrachas misturadas, não vulcanizadas, em chapas, folhas, tiras"
8429,Mangueira Pop Fortte Trancada 30m Azul,39173100,"Tubos flexíveis podendo suportar uma pressão mínima de 27,6 Mpa, de plástico"
8434,MANGUEIRA DA BOMBA DE VÁCUO,84821010,"Rolamentos de esferas, de carga radial"
8436,"LENCOL DE BORR C/26 FL AZUL (13,5X13,5) Data fabricacao: 12/04/2021",40081100,"Chapas, folhas e tiras, de borracha vulcanizada não endurecida, de borracha alveolar"
8489,COXAO DURO KG,2013000,"Carnes desossadas de bovino, frescas ou refrigeradas"
8500,FILE TILAPIA TILLY CONG 800G,3046100,"Filés de tilápias (Oreochromis spp.), congelados"
8502,FOSFORO GABOARDI 10UN,36050000,"Fósforos, exceto os artigos de pirotecnia da posição 36.04"
8509,MEL TUDEBOM PET BIS 260G NATURAL,4090000,Mel natural
8510,NAFTALINA LEVE BRISA 25G,29029020,Naftaleno
8584,"AVENTAL PVC BCO 1,20X0,70 C.A21075 PLASTCOR",62113300,"Outro vestuário de uso masculino, de fibras sintéticas ou artificiais"
8587,BASE ESPELHO RETRO SUPERIOR EXTERNO,70091000,Espelhos retrovisores para veículos
