codigo,nome,uf,indicador
9579125000192,DEPOSITO DE SUBSISTENCIA DE SANTA MARIA,RS,NÃO CONTRIBUINTE
394460001032,MINISTERIO DA ECONOMIA,GO,NÃO CONTRIBUINTE
9543550000121,18O BATALHAO DA INFANTARIA MOTORIZADO,RS,CONTRIBUINTE ISENTO
10839508000301,[237949] INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA,RR,NÃO CONTRIBUINTE
10783898000841,INSTITUTO FEDERAL DA PARAÍBA -CAMPUS MONTEIRO,PB,NÃO CONTRIBUINTE
11402887001566,INSTITUTO FEDERAL DE SANTA CATARINA- CAMPUS PALHOCA,SC,NÃO CONTRIBUINTE
9564439000111,HOSPITAL DE GUARNICAO DE BAGE,RS,NÃO CONTRIBUINTE
1263896000750,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",RN,NÃO CONTRIBUINTE
394460006697,MINISTERIO DA FAZENDA,MS,NÃO CONTRIBUINTE
9538909000253,2º BATALHÃO DE ENGENHARIA DE COMBATE,SP,NÃO CONTRIBUINTE
394452028458,COMANDO DO EXERCITO,DF,NÃO CONTRIBUINTE
10439707000152,CENTRO DE CAPACITACAO FISICA DO EXERCITO,RJ,CONTRIBUINTE ICMS
9572037000240,6º BATALHÃO DE ENGENHARIA DE COMBATE,RS,CONTRIBUINTE ISENTO
10898596003087,ESCRITORIO DE REPRESENTACAO DO IBRAM/MG-ES,MG,CONTRIBUINTE ISENTO
10783898001732,INSTITUTO FEDERAL DA PARAIBA  CAMPUS DE SANTA LUZIAPB,PB,NÃO CONTRIBUINTE
9532705000124,9. BATALHAO DE ENGENHARIA DE COMBATE,MS,NÃO CONTRIBUINTE
22277389000230,BASE DE ADMINISTRACAO E APOIO DA 5A REGIAO MILITAR,PR,NÃO CONTRIBUINTE
10729992000650,INST. FED. SUL-RIO-GRANDENSE/ CAMPUS CAMAQUA,RS,NÃO CONTRIBUINTE
9614516000109,COMANDO DA 23º BRIGADA DE INFANTARIA DE SELVA,PA,NÃO CONTRIBUINTE
9601958000102,1 GRUPO DE ARTILHARIA ANTIAEREA,RJ,CONTRIBUINTE ISENTO
394460001385,MINISTERIO DA ECONOMIA.,MT,NÃO CONTRIBUINTE
10742006000198,"INST. FED. DE EDUC., CIENCIA E TECNOLOGIA DO TOCANTINS",TO,NÃO CONTRIBUINTE
21186804000105,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,MG,NÃO CONTRIBUINTE
10882519000102,PARQUE REGIONAL DE MANUTENCAO DA 6. REGIAO MILITAR,BA,CONTRIBUINTE ISENTO
10783898000760,ISNT. FED DA PARAIBA / CAMPUNS PRINCESA ISABEL,PB,NÃO CONTRIBUINTE
10735145000941,INSTITUTO FEDERAL DO MARANHAO DE SANTA INES,MA,NÃO CONTRIBUINTE
10764307000970,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA",BA,NÃO CONTRIBUINTE
10728444000100,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SERGI",SE,NÃO CONTRIBUINTE
10723648000816,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUDES",MG,NÃO CONTRIBUINTE
394460001547,MINISTERIO DA ECONOMIA,PA,NÃO CONTRIBUINTE
10637926000146,INSTITUTO FED. DE EDU. CIÊNCIA E TECN. DO RIO GRANDE DO SUL,RS,NÃO CONTRIBUINTE
11402887001485,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGI",SC,CONTRIBUINTE ISENTO
9575090000113,VIGESIMO TERCEIRO BATALHAO DE CACADORES,CE,NÃO CONTRIBUINTE
17217985000538,INSTITUTO DE GEO-CIENCIAS / UFMG,MG,CONTRIBUINTE ISENTO
9587107000233,HOSPITAL DE GUARNICAO DE FLORIANOPOLIS,SC,NÃO CONTRIBUINTE
5055128000508,CENTRO DE SAUDE E TECNOLOGIA RURAL DA UFCG,PB,NÃO CONTRIBUINTE
10763998001020,INSTITUTO FEDERAL DO PARA/CAMPUS SANTAREM,PA,CONTRIBUINTE ISENTO
9605231000101,HOSPITAL GERAL DE SANTA MARIA,RS,NÃO CONTRIBUINTE
10626896001063,INSTITUTO FEDERAL MINAS GERAIS/CAMPUS OURO BRANCO,MG,CONTRIBUINTE ISENTO
9586933000187,12 BATALHAO DE ENGENHARIA DE COMBATE BLINDADO,RS,CONTRIBUINTE ISENTO
2030715001941,AGENCIA NACIONAL DE TELECOMUNICACOES,RN,NÃO CONTRIBUINTE
394544006388,MINISTERIO DA SAUDE,AC,NÃO CONTRIBUINTE
92967595000177,FUNDACAO UNIV FED DE CIENCIAS DA SAUDE DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE
9614516000281,COMANDO 23 BRIGADA DE INFANTARIA DE SELVA,PA,NÃO CONTRIBUINTE
10877412000400,INSTITUTO FEDERAL DE CIENCIA E TECNOLOGIA DO RN,RN,CONTRIBUINTE ISENTO
10651417001301,"INST. FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA GOIANO",GO,NÃO CONTRIBUINTE
10729992000146,INSTITUTO FEDERAL DE EDUC.CIE.ETEC.SUL-RIO-GRANDENSE,RS,CONTRIBUINTE ISENTO
10882594002702,INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS CAPIVARI,SP,CONTRIBUINTE ISENTO
10302912000252,11 GRUPO DE ARTILHARIA ANTIAEREA,DF,NÃO CONTRIBUINTE
394452032480,1 DEPOSITO DE SUPRIMENTO - C51,RJ,CONTRIBUINTE ISENTO
17217985003200,INSTITUTO DE CIENCIAS AGRARIAS UFMG,MG,NÃO CONTRIBUINTE
33787094001626,FUNDACAO INSTIT BRAS DE GEOGRAFIA EESTATISTICA IBGE,MG,NÃO CONTRIBUINTE
489828000317,MINIST. DO PLANEJ. ORC E GESTAO MP,RR,CONTRIBUINTE ISENTO
10791831000930,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE BRA",DF,NÃO CONTRIBUINTE
9556400000152,COMANDO DE FRONTEIRA JAURU/66. BI MTZ,MT,NÃO CONTRIBUINTE
10918674000123,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ACRE,AC,NÃO CONTRIBUINTE
394429010688,HOSPITAL DE FORCA  AEREA DE SAO PAULO,SP,NÃO CONTRIBUINTE
7777800000162,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA - UFRB,BA,CONTRIBUINTE ISENTO
11402887000241,INST. FED. EDU. CIEN.  TEC. DE SANTA IFSC - FLORIANOPOLIS,SC,CONTRIBUINTE ISENTO
10744098001540,INSTITUTO FEDERAL DO CEARA - CAMPUS TAUA,CE,NÃO CONTRIBUINTE
10651417000925,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA GOIANO",GO,NÃO CONTRIBUINTE
11234780000746,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,SC,NÃO CONTRIBUINTE
7272636000212,UNIVERSIDADE FEDERAL DO CEARA,CE,NÃO CONTRIBUINTE
9674950000176,15 COMPANHIA DE INFANTARIA MOTORIZADA,PR,NÃO CONTRIBUINTE
18641263000145,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,BA,NÃO CONTRIBUINTE
34868257000181,FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA,AP,CONTRIBUINTE ISENTO
10651417000259,IF GOIANO CAMPUS URUTAI,GO,CONTRIBUINTE ICMS
10652179000549,"INST. FED. EDUCACAO, CIENCIA E TECNOLOGIA DO PARANA",PR,NÃO CONTRIBUINTE
10744098000900,INSTITUTO FEDERAL DE EDU.CIENCIA E TECN. DO CEARA,CE,NÃO CONTRIBUINTE
10838653000360,INSTITUTO FEDERAL DE EDUCACAO CIENC TECNOLOGIA DO ESPIRITO S,ES,NÃO CONTRIBUINTE
4898488000410,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,SP,NÃO CONTRIBUINTE
4884574000120,AGENCIA NACIONAL DO CINEMA,DF,NÃO CONTRIBUINTE
9568322000106,CAMPO DE INSTRUCAO DE GERICINO,RJ,NÃO CONTRIBUINTE
59311002765,FUNDACAO NACIONAL DO INDIO,PA,NÃO CONTRIBUINTE
10817343000873,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA RO",RO,NÃO CONTRIBUINTE
10651417000330,INSTITUTO FEDERAL GOIANO / CAMPUS MORRINHOS,GO,NÃO CONTRIBUINTE
9688074000218,ESCOLA DE COMANDO E ESTADO MAIOR DO EXERCITO,RJ,CONTRIBUINTE ISENTO
10207820000102,ESTABELECIMENTO CENTRAL DE TRANSPORTE,RJ,CONTRIBUINTE ISENTO
394429019715,GRUPAMENTO DE APOIO DE BELÉM,PA,NÃO CONTRIBUINTE
11402887000594,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SC",SC,CONTRIBUINTE ISENTO
10208255000106,25 BATALHAO LOGISTICO (ESCOLA),RJ,CONTRIBUINTE ISENTO
10724903000845,INSTITUTO FEDERAL DE EDUCACAO CIENCIAE TECNOLOGIA BAIANO,BA,NÃO CONTRIBUINTE
11402887001809,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SANTA",SC,NÃO CONTRIBUINTE
4898488000509,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES - ANTT,RJ,NÃO CONTRIBUINTE
394429008004,0000502477 - COMANDO DA AERONAUTICA,GO,NÃO CONTRIBUINTE
10882594001218,IFSP - CAMPUS SALTO,SP,CONTRIBUINTE ISENTO
9621930000137,4 BATALHAO DE INFANTARIA LEVE,SP,NÃO CONTRIBUINTE
10744098000307,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA",CE,CONTRIBUINTE ISENTO
9530655000146,15 GRUPO DE ARTILHARIA DE CAMPANHA AUTOPROPULSADO,PR,CONTRIBUINTE ISENTO
9633335000111,COMANDO 12º  REGIAO MILITAR,AM,CONTRIBUINTE ISENTO
10695891000878,INST. FED. TRIANGULO MINEIRO / CAMPUS PATOS DE MINAS,MG,NÃO CONTRIBUINTE
9606256000200,PARQUE REGIONAL DE MANUTENCAO 12,AM,NÃO CONTRIBUINTE
394494004123,DELEGACIA DE POLICIA DE IMIGRACAO SE,SE,NÃO CONTRIBUINTE
10635424000933,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA CATARINEN,SC,NÃO CONTRIBUINTE
9621819000140,2 BATALHO DE POLICIA DO EXERCITO,SP,NÃO CONTRIBUINTE
59311006400,COORDENACAO REGIONAL DO ALTO SOLIMOES AM,AM,NÃO CONTRIBUINTE
26474056002549,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,RJ,NÃO CONTRIBUINTE
7552636000195,7 BATALHAO DE ENGENHARIA DE CONSTRUCAO,AC,NÃO CONTRIBUINTE
10744098001621,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA",CE,NÃO CONTRIBUINTE
33781055006761,FUNDACAO OSWALDO CRUZ - CEARA,CE,NÃO CONTRIBUINTE
10626896001578,IFMG-CAMPUS SANTA LUZIA,MG,NÃO CONTRIBUINTE
75101873000866,UTFPR-CT-CAMPUS CURITIBA,PR,NÃO CONTRIBUINTE
9590096000160,16O BATALHAO DE INFANTARIA MOTORIZADO,RN,NÃO CONTRIBUINTE
10952708000104,INST. FED. DE EDUCACAO CIENCIAS E TECN. DO RIO DE JANEIRO,RJ,NÃO CONTRIBUINTE
10877412001806,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO G",RN,NÃO CONTRIBUINTE
28523215000459,UNIVERSIDADE FEDERAL FLUMINENSE,RJ,CONTRIBUINTE ISENTO
10174586000164,50 BATALHAO DE INFANTARIA DE SELVA,MA,CONTRIBUINTE ISENTO
9566807000160,21 GRUPO DE ARTILHARIA DE CAMPANHA,RJ,CONTRIBUINTE ISENTO
11234780000665,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,RS,NÃO CONTRIBUINTE
10767239000145,INSTITUTO FEDERAL DE PERNAMBUCO - REITORIA,PE,CONTRIBUINTE ISENTO
10784782000150,INSTITUTO FEDERAL DE MATO GROSSO - CAMPUS DIAMANTINO,MT,NÃO CONTRIBUINTE
394544004768,MINISTERIO DA SAUDE MS,MS,NÃO CONTRIBUINTE
10882594002966,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGI",SP,NÃO CONTRIBUINTE
7546073000122,8 BATALHAO DE ENGENHARIA DE CONSTRUCAO,AP,CONTRIBUINTE ISENTO
13031547000104,FUNDACAO UNIVERSIDADE FEDERAL DE SE,SE,NÃO CONTRIBUINTE
9647559000182,10 COMPANHIA DE ENGENHARIA DE COMBATE,PE,NÃO CONTRIBUINTE
394460001890,SUPERINTENDENCIA REG ADM DO ME-PERNAMBUCO,PE,NÃO CONTRIBUINTE
4892707000968,SUPERINTENDÊNCIA REGIONAL DO DNIT NO ESTADO DO TOCANTINS,TO,NÃO CONTRIBUINTE
28523215004527,UNIVERSIDADE FEDERAL FLUMINENSE,RJ,NÃO CONTRIBUINTE
9637908000185,COMANDO DA PRIMEIRA DIVISAO DE EXERCITO,RJ,NÃO CONTRIBUINTE
10767239001389,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE PERNA",PE,NÃO CONTRIBUINTE
394429009400,COMANDO DA AERONAUTICA,SP,NÃO CONTRIBUINTE
662270000915,INSTITUTO NACIONAL DE METROLOGIA QUALIDADE E TECNOLOGIA INME,RS,NÃO CONTRIBUINTE
28523215000106,UNIVERSIDADE FEDERAL FLUMINENSE,RJ,NÃO CONTRIBUINTE
394494003313,SUPERINTENDENCIA REGIONAL DO DPF EM PERNAMBUCO,PE,NÃO CONTRIBUINTE
394460010708,MINISTERIO DA ECONOMIA,RJ,NÃO CONTRIBUINTE
9586596000128,COLEGIO MILITAR DE RECIFE,PE,CONTRIBUINTE ISENTO
10882594000327,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO P",SP,NÃO CONTRIBUINTE
10767239000498,INST FED DE EDU. CIENCIA E TECNOL DE PE,PE,NÃO CONTRIBUINTE
10662072001049,INSTITUTO FEDERAL FARROUPILHA - CAMPUS SANTO ANGELO,RS,NÃO CONTRIBUINTE
396895002926,SUPERINTENDENCIA FEDERAL DE AGRICULTURA PECUARIA E ABASTECIM,PR,CONTRIBUINTE ISENTO
75101873001323,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,PR,NÃO CONTRIBUINTE
9579964000100,HOSPITAL GERAL DE CURITIBA,PR,CONTRIBUINTE ISENTO
34621748000557,HOSPITAL UNIVERSITARIO BETINA FERRO DE SOUZA,PA,CONTRIBUINTE ISENTO
9559822000262,ESCOLA PREPARATORIA DE CADETES DO EXERCITO,SP,NÃO CONTRIBUINTE
9596063000127,ESCOLA DE APERFEICOAMENTO DE SARGENTOS,RS,NÃO CONTRIBUINTE
33663683003301,UFRJ - IBQM - INST. DE BIOQUÍMICA MÉDICA LEOPOLDO DE MEIS,RJ,CONTRIBUINTE ISENTO
11402887000160,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE SC,SC,CONTRIBUINTE ISENTO
9603175000249,1 ESQUADRAO DE CAVALARIA LEVE,RJ,CONTRIBUINTE ISENTO
9579618000122,1 BATALHAO DE COMUNICACOES,RS,CONTRIBUINTE ISENTO
10217373000172,4 BATALHAO DE POLICIA DO EXERCITO,PE,NÃO CONTRIBUINTE
9637775000147,23 ESQUADRAO DE CAVALARIA DE SELVA,PA,CONTRIBUINTE ISENTO
75101873001080,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,PR,NÃO CONTRIBUINTE
10898596000304,INSTITUTO BRASILEIRO DE MUSEUS IBRAN MUSEU IMPERIAL,RJ,CONTRIBUINTE ISENTO
9556126000111,3O BATALHAO DE POLICIA DO EXERCITO,RS,CONTRIBUINTE ISENTO
10744098003080,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA",CE,NÃO CONTRIBUINTE
9944413000107,ARSENAL DE GUERRA DO RIO,RJ,NÃO CONTRIBUINTE
394460012581,DELEGACIA DA R. FEDERAL BRASIL TAUB,SP,NÃO CONTRIBUINTE
10662072000662,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECN. FARROUPILHA",RS,CONTRIBUINTE ISENTO
9597930000149,3  COMPANHIA DO 63  BATALHAO DE INFANTARIA,SC,CONTRIBUINTE ISENTO
9579620000100,5 DIVISAO DE LEVANTAMENTO,RJ,CONTRIBUINTE ISENTO
10838653001765,INSTITUTO FED. DE EDUC. CIENCIA E TEC DO ESPIRITO SANTO,ES,NÃO CONTRIBUINTE
394429005684,COMANDO DA AERONAUTICA,MG,NÃO CONTRIBUINTE
43711000143,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,CE,NÃO CONTRIBUINTE
394429020489,COMANDO DA AERONAUTICA,RS,CONTRIBUINTE ISENTO
394494002694,PEP - VAPT VUPT - SHOPPING BUENA VISTA - GO,GO,NÃO CONTRIBUINTE
9605603000191,2º BATALHAO DE INFANTARIA LEVE,SP,NÃO CONTRIBUINTE
10727655000209,IFNMG CIENCIA TECNOLOGIA DO NORTE DE MINAS GERAIS,MG,CONTRIBUINTE ICMS
394494002503,SUPERINTENDENCIA REG.POL.FEDERAL ES,ES,NÃO CONTRIBUINTE
394494009435,DELEGACIA REGIONAL LONDRINA  PR,PR,NÃO CONTRIBUINTE
394494003585,SUPERINTENDENCIA REGIONAL DO DPF NO RIO DE JANEIRO,RJ,CONTRIBUINTE ISENTO
394494003151,PEP - MANAIRA SHOPPING - PB,PB,NÃO CONTRIBUINTE
10870883000659,INSTITUTO FEDERAL DE GOIAS/CAMPUS URUACU,GO,NÃO CONTRIBUINTE
394494003070,PEP - SHOPPING PATIO MARABA - PA,PA,NÃO CONTRIBUINTE
394494001965,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,AC,NÃO CONTRIBUINTE
394429019634,COMANDO DA AERONAUTICA,MA,CONTRIBUINTE ISENTO
394494009354,DELEGACIA DE POLICIA DE IMIGRACAO RR,RR,NÃO CONTRIBUINTE
394494007815,PEP SHOPPING MIRAMAR - SP,SP,NÃO CONTRIBUINTE
394494003402,PEP - SHOPPING RIO POTY - PI,PI,NÃO CONTRIBUINTE
10729992001118,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA SUL-RIO-",RS,CONTRIBUINTE ISENTO
394494014781,PEP-AEROPORTO INTERNACIONAL VIRACOPOS,SP,NÃO CONTRIBUINTE
10652179001600,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARANA,PR,CONTRIBUINTE ISENTO
396895002411,"MINISTERIODA AGRICULTURA, PECUARIA E ABASTECIMENTO",BA,NÃO CONTRIBUINTE
10838653001099,INSTITUTO FEDERAL DE EDUCAÇÃO CIENCIA E TECN DO ESPIRITO SAN,ES,NÃO CONTRIBUINTE
9566499000254,2 REGIMENTO CAVALARIA MECANIZADO,RS,NÃO CONTRIBUINTE
394494000640,PEP CAPIM DOURADO SHOPPING PALMAS,TO,NÃO CONTRIBUINTE
9570063000158,COMANDO DA 16A BRIGADA DE INFANTARIA DE SELVA,AM,NÃO CONTRIBUINTE
9607967000100,PARQUE REGIONAL DE MANUTENÇÃO/10,CE,NÃO CONTRIBUINTE
394460002438,PSFN/SAO JOSE DOS CAMPOS,SP,NÃO CONTRIBUINTE
9572399000150,29 GRUPO DE ARTILHARIA DE CAMPANHA AUTOPROPULSADO,RS,NÃO CONTRIBUINTE
9545196000255,BASE DE AVIACAO DE TAUBATE,SP,NÃO CONTRIBUINTE
10652179001944,INSTITUTO FEDERAL DO PARANA CAMPUS LONDRINA,PR,NÃO CONTRIBUINTE
10764307001356,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA",BA,NÃO CONTRIBUINTE
4044443000135,CENTRO BRASILEIRO DE PESQUISAS FISICAS,RJ,CONTRIBUINTE ISENTO
9577973000162,SEGUNDO GRUPO DE ARTILHARIA ANTIAEREA,SP,NÃO CONTRIBUINTE
394544009999,MINISTERIO DA SAUDE,TO,NÃO CONTRIBUINTE
3589068000146,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,RJ,NÃO CONTRIBUINTE
394429002073,COMANDO DA AERONAUTICA,SP,NÃO CONTRIBUINTE
26989350000116,FUNDACAO NACIONAL DE SAUDE,DF,NÃO CONTRIBUINTE
9647559000263,10 COMPANHIA DE ENGENHARIA DE COMBATE,PE,NÃO CONTRIBUINTE
9533402000126,72º BATALHÃO DE INFANTARIA MOTORIZADO,PE,NÃO CONTRIBUINTE
10263331000178,COMANDO DA 3 BRIGADA DE INFANTARIA MOTORIZADA,GO,CONTRIBUINTE ISENTO
4892707002235,DNIT-DEPARTAMENTO NACIONAL DE INFRAEST DE TRANSPORTES,MT,NÃO CONTRIBUINTE
394544010490,DISTRITO SANIT. ESP. INDIGENA - ALTO RIO NEGRO,AM,CONTRIBUINTE ISENTO
10744098000498,INSTITUTO FEDERAL DO CEARÁ / CAMPUS QUIXADÁ,CE,NÃO CONTRIBUINTE
10652179002169,INSTITUTO FEDERAL DO PARANA - CAMPUS COLOMBO,PR,NÃO CONTRIBUINTE
10784782000827,INSTITUTO FEDERAL DE MATO GROSSO BARRA DO GARCAS,MT,CONTRIBUINTE ISENTO
10838653001170,INSTITUTO FEDERAL  DO ESPIRITO SANTO- CAMPUS IBATIBA,ES,CONTRIBUINTE ISENTO
9614475000142,COMANDO DA 1 BRIG DE ARTILHARIA ANTIAREA,SP,NÃO CONTRIBUINTE
375972000241,INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA,DF,CONTRIBUINTE ISENTO
33519114000100,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA - UFDPAR,PI,NÃO CONTRIBUINTE
10648539000458,IFSULDEMINAS - CAMPUS INCONFIDENTES,MG,CONTRIBUINTE ICMS
33663683002089,INSTITUTO DE GINECOLOGIA DA UFRJ,RJ,CONTRIBUINTE ISENTO
9561263000144,HOSPITAL DE GUARNICAO DE SAO GABRIEL DA CACHOEIRA,AM,NÃO CONTRIBUINTE
394460001113,SUPERINTEND NCIA REG . DE ADM. DO ME DO RJ,RJ,NÃO CONTRIBUINTE
9663533000128,PARQUE REGIONAL DE MANUTENCAO DA 5 REGIAO MILITAR,PR,NÃO CONTRIBUINTE
10728444000444,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SERG",SE,NÃO CONTRIBUINTE
10652179001430,INSTITUTO FEDERAL DO PARANÁ/ CAMPUS CASCAVEL,PR,CONTRIBUINTE ISENTO
9572680000192,BASE DE ADMINISTRACAO DA BRIGADA DE INFANTARIA PARAQUEDISTA,RJ,NÃO CONTRIBUINTE
10882594001560,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SP",SP,CONTRIBUINTE ISENTO
10806496000149,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGI",PI,NÃO CONTRIBUINTE
9773169000159,FUNDAÇÃO JOAQUIM NABUCO - FUNDAJ,PE,NÃO CONTRIBUINTE
10791831000182,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE BRA",DF,NÃO CONTRIBUINTE
29427465000105,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,RJ,CONTRIBUINTE ISENTO
10838653000106,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRI,ES,NÃO CONTRIBUINTE
10779511000530,INST.FED.FLUMINENSE/CAMPUS MACAÉ,RJ,CONTRIBUINTE ISENTO
9581399000205,COMANDO DA 2 REGIAO MILITAR,SP,NÃO CONTRIBUINTE
10637926000227,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO G",RS,NÃO CONTRIBUINTE
7540208000223,4 BATALHAO DE ENGENHARIA DE CONSTRUCAO,BA,NÃO CONTRIBUINTE
26989350001198,FUNDACAO NACIONAL DE SAUDE NATAL,RN,NÃO CONTRIBUINTE
394460001202,MINISTERIO DA ECONOMIA,MA,NÃO CONTRIBUINTE
10744098001206,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA",CE,CONTRIBUINTE ISENTO
10806496001200,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI",PI,NÃO CONTRIBUINTE
9605781000112,17 GRUPO DE ARTILHARIA DE CAMPANHA,RN,NÃO CONTRIBUINTE
11402887001647,"INSTITUTO FEDERAL DE ED.,CIÊNCIA E TECN.DE SANTA CATARINA",SC,CONTRIBUINTE ISENTO
9581514000233,6 REGIMENTO DE CAVALARIA BLINDADO,RS,CONTRIBUINTE ISENTO
10825373000406,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE ALAGO",AL,CONTRIBUINTE ISENTO
9539920000238,28 BATALHAO DE CACADORES,SE,NÃO CONTRIBUINTE
10877412001644,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RN",RN,NÃO CONTRIBUINTE
8829974002219,INST CHICO MENDES DE CONSERV DA BIODIVER,MA,NÃO CONTRIBUINTE
10918674000638,"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DO ACRE",AC,NÃO CONTRIBUINTE
11402887001132,IFSC,SC,CONTRIBUINTE ISENTO
10820882000195,INST FED DE EDUC CIENC E TEC DO AMAPA,AP,NÃO CONTRIBUINTE
10792928000100,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO AMA",AM,NÃO CONTRIBUINTE
10870883000144,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",GO,NÃO CONTRIBUINTE
10870883000497,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE GOIAS",GO,NÃO CONTRIBUINTE
10339838000249,ESCOLA DE FORMACAO COMPLEMENTAR DO EXERCITO,BA,NÃO CONTRIBUINTE
10792928001181,IFAM - CAMPUS SAO GABRIEL DA CACHOEIRA,AM,CONTRIBUINTE ISENTO
10817343000288,INSTITUTO FEDERAL DE RONDONIA / CAMPUS JI-PARANA,RO,NÃO CONTRIBUINTE
10764307000201,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA",BA,NÃO CONTRIBUINTE
9640404000203,PREFEITURA MILITAR DA ZONA SUL - P M Z S(03),RJ,CONTRIBUINTE ISENTO
11402887002295,IFSC SAO CARLOS - INST FED. CIEN E TECN DE SC,SC,NÃO CONTRIBUINTE
10724903000500,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",BA,CONTRIBUINTE ISENTO
10870883001388,278 - INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE,GO,NÃO CONTRIBUINTE
10637926000901,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO G",RS,CONTRIBUINTE ISENTO
10742006000350,"INST. FED. DE EDUC., CIENCIA E TECNOLOGIA DO TOCANTINS",TO,NÃO CONTRIBUINTE
8829974003452,INST CHICO MENDES DE CONSERV DA BIODIVER,AC,NÃO CONTRIBUINTE
